sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
平鎮,桃園市,58,細懸浮微粒,普通,1.3,0.54,39.2,30.9,29,19,18.8,20.6,1.7,2.9,32,"2024-01-03 15:00",,0.4,18.4,27,1,121.203986,24.952786,20
觀音,桃園市,59,細懸浮微粒,普通,0.8,0.42,50.6,45.0,33,22,6.3,7.2,0.8,6,35,"2024-01-03 15:00",,0.2,18.7,31,0,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,,,,42.6,27,,,,,7.1,27,"2024-01-03 15:00",,0.2,16.7,28,1,121.20251473,25.06100357,18
桃園,桃園市,61,細懸浮微粒,普通,0.8,0.5,43.8,37.5,27,17,12.7,13.8,1,2.6,19,"2024-01-03 15:00",,0.3,19.6,28,1,121.30500531,24.9947107,17
中壢,桃園市,60,細懸浮微粒,普通,0.9,0.66,20.5,16.7,34,19,31.7,48.1,16.4,1.3,5,"2024-01-03 14:00",,0.5,19.3,33,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.2,0.43,41.6,35.1,33,18,13.6,15.3,1.6,3.2,45,"2024-01-03 14:00",,0.3,18.3,30,1,121.21645772,24.86400048,21
平鎮,桃園市,57,細懸浮微粒,普通,1,0.52,35.9,29.6,30,16,20,22,2,3.3,29,"2024-01-03 14:00",,0.3,18,27,1,121.203986,24.952786,20
觀音,桃園市,57,細懸浮微粒,普通,0.8,0.39,49.5,44.1,29,19,5.9,6.7,0.8,6.2,41,"2024-01-03 14:00",,0.2,17.9,32,0,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,1.2,0.43,48.5,42.2,29,16,9.5,10.5,1,7.5,22,"2024-01-03 14:00",,0.2,16.3,29,1,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,1.4,0.47,40.5,37.0,34,19,14.1,15.4,1.3,3.5,22,"2024-01-03 14:00",,0.3,20.8,30,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,1,0.62,17.6,17.7,36,21,31.4,50.2,18.7,1,14,"2024-01-03 13:00",,0.5,19.8,32,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.1,0.4,38.8,34.5,34,20,15.7,17.9,2.1,3.2,47,"2024-01-03 13:00",,0.3,18.5,30,1,121.21645772,24.86400048,21
平鎮,桃園市,60,細懸浮微粒,普通,0.9,0.45,33.4,29.5,,22,20.1,22.4,2.3,2.4,35,"2024-01-03 13:00",,0.3,19,28,1,121.203986,24.952786,20
觀音,桃園市,58,細懸浮微粒,普通,0.6,0.34,47.3,43.3,27,18,5.8,6.7,0.8,5.9,41,"2024-01-03 13:00",,0.2,18.2,34,0,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,1,0.37,46.7,41.4,19,18,8.8,9.8,0.9,6.9,26,"2024-01-03 13:00",,0.2,16.9,30,1,121.20251473,25.06100357,18
桃園,桃園市,65,細懸浮微粒,普通,1.6,0.44,37.6,37.1,30,27,15.4,17,1.6,3.2,33,"2024-01-03 13:00",,0.3,21.3,29,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,1,0.52,,20.1,,18,29.5,46,16.4,0.9,10,"2024-01-03 12:00",,0.5,20,31,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.1,0.34,36.6,33.4,21,17,16.4,18.9,2.4,3.6,24,"2024-01-03 12:00",,0.3,18.5,29,1,121.21645772,24.86400048,21
平鎮,桃園市,57,細懸浮微粒,普通,0.7,0.34,33.2,29.4,24,,19.7,21.9,2.2,1.9,26,"2024-01-03 12:00",,0.3,17.9,28,1,121.203986,24.952786,20
觀音,桃園市,60,細懸浮微粒,普通,0.7,0.25,45,42.9,36,19,6.1,6.9,0.8,5.5,50,"2024-01-03 12:00",,0.2,19,35,0,121.08283092,25.03556747,19
大園,桃園市,55,細懸浮微粒,普通,0.9,0.29,43.9,40.9,36,19,8.9,10,1.1,6.3,24,"2024-01-03 12:00",,0.2,17.1,32,1,121.20251473,25.06100357,18
桃園,桃園市,60,細懸浮微粒,普通,1.2,0.38,36.8,36.6,25,21,14.9,16.2,1.2,3.1,13,"2024-01-03 12:00",,0.3,19.3,28,1,121.30500531,24.9947107,17
中壢,桃園市,61,細懸浮微粒,普通,,,13.8,21.4,31,,,,,0.9,11,"2024-01-03 11:00",,0.4,19.6,31,1,121.221667,24.953278,68
龍潭,桃園市,59,細懸浮微粒,普通,1.2,0.37,32.8,32.1,31,15,17.9,19.8,1.8,2.7,29,"2024-01-03 11:00",,0.3,18.9,30,1,121.21645772,24.86400048,21
平鎮,桃園市,58,細懸浮微粒,普通,0.8,0.33,28,28.9,24,16,23.5,26.3,2.7,2.2,17,"2024-01-03 11:00",,0.3,18.2,29,1,121.203986,24.952786,20
觀音,桃園市,59,細懸浮微粒,普通,0.6,0.2,43.9,43.0,33,18,6.4,7.2,0.8,4,28,"2024-01-03 11:00",,0.1,18.9,35,0,121.08283092,25.03556747,19
大園,桃園市,56,細懸浮微粒,普通,0.9,0.23,43.3,40.8,30,12,8.8,9.7,0.9,6.2,19,"2024-01-03 11:00",,0.2,17.5,32,1,121.20251473,25.06100357,18
桃園,桃園市,58,細懸浮微粒,普通,1.5,0.33,35.7,35.3,37,26,14.1,15.2,1.1,2.5,10,"2024-01-03 11:00",,0.3,18.5,28,1,121.30500531,24.9947107,17
中壢,桃園市,61,細懸浮微粒,普通,0.8,0.52,15.1,22.3,27,22,33.6,52.2,18.6,0.9,4,"2024-01-03 10:00",,0.4,19.7,31,1,121.221667,24.953278,68
龍潭,桃園市,60,細懸浮微粒,普通,1.1,0.35,30.6,31.6,26,18,19,20.8,1.7,2.5,36,"2024-01-03 10:00",,0.3,19.1,29,1,121.21645772,24.86400048,21
平鎮,桃園市,59,細懸浮微粒,普通,0.9,0.38,23.2,28.0,35,20,26.2,28.9,2.7,1.4,27,"2024-01-03 10:00",,0.3,18.9,29,1,121.203986,24.952786,20
觀音,桃園市,61,細懸浮微粒,普通,0.7,0.2,41.1,43.0,36,20,7.7,8.6,0.9,4.3,36,"2024-01-03 10:00",,0.1,19.7,36,0,121.08283092,25.03556747,19
大園,桃園市,60,細懸浮微粒,普通,1,0.23,40.2,38.6,33,17,10.2,11.4,1.1,6.3,19,"2024-01-03 10:00",,0.2,19,33,1,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,1.2,0.37,32.9,34.0,25,21,14.6,15.6,1,2.2,21,"2024-01-03 10:00",,0.3,16.3,26,1,121.30500531,24.9947107,17
中壢,桃園市,61,細懸浮微粒,普通,0.7,0.64,16.9,23.8,28,21,30.5,48.8,18.2,0.6,342,"2024-01-03 09:00",,0.4,19.5,33,1,121.221667,24.953278,68
龍潭,桃園市,62,細懸浮微粒,普通,1,0.37,31.3,31.6,30,18,16.9,18.6,1.6,2.4,19,"2024-01-03 09:00",,0.2,20,32,1,121.21645772,24.86400048,21
平鎮,桃園市,60,細懸浮微粒,普通,0.5,0.38,28.8,28.6,24,14,19.1,21.5,2.3,1.3,26,"2024-01-03 09:00",,0.3,19.1,30,1,121.203986,24.952786,20
觀音,桃園市,63,細懸浮微粒,普通,0.7,0.22,40.7,39.5,31,16,7.4,8.4,1,3.2,39,"2024-01-03 09:00",,0.2,20.2,36,0,121.08283092,25.03556747,19
大園,桃園市,61,細懸浮微粒,普通,0.9,0.23,38.7,35.4,25,14,10.6,11.8,1.2,3.9,22,"2024-01-03 09:00",,0.2,19.5,33,1,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,0.9,0.34,37,32.8,16,12,10.7,11.6,0.8,2.1,359,"2024-01-03 09:00",,0.3,15.8,27,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,0.8,0.78,14.4,23.3,26,13,30.6,56.2,25.5,0.8,2,"2024-01-03 08:00",,0.5,20.4,36,1,121.221667,24.953278,68
龍潭,桃園市,65,細懸浮微粒,普通,0.8,0.32,33.5,30.8,22,17,14,15.2,1.2,2.8,351,"2024-01-03 08:00",,0.2,21,34,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,0.4,0.45,25.8,26.6,22,16,20.6,23.3,2.7,1.3,20,"2024-01-03 08:00",,0.3,21.2,32,1,121.203986,24.952786,20
觀音,桃園市,65,細懸浮微粒,普通,0.7,0.21,41.6,35.5,28,12,5.1,6,0.9,4.2,25,"2024-01-03 08:00",,0.2,21,38,0,121.08283092,25.03556747,19
大園,桃園市,62,細懸浮微粒,普通,1,0.25,36.9,31.5,29,17,10.9,11.9,1,4.7,2,"2024-01-03 08:00",,0.3,19.8,35,1,121.20251473,25.06100357,18
桃園,桃園市,55,細懸浮微粒,普通,0.7,0.35,35.6,28.7,21,12,10.1,10.6,0.4,3.6,1,"2024-01-03 08:00",,0.3,17.2,31,1,121.30500531,24.9947107,17
中壢,桃園市,67,細懸浮微粒,普通,0.7,0.42,18.5,22.4,24,17,26.5,53.2,26.7,0.5,12,"2024-01-03 07:00",,0.5,21.8,39,2,121.221667,24.953278,68
龍潭,桃園市,69,細懸浮微粒,普通,0.7,0.29,35.6,28.8,20,13,11.2,12.4,1.2,2.2,354,"2024-01-03 07:00",,0.3,22.7,38,1,121.21645772,24.86400048,21
平鎮,桃園市,68,細懸浮微粒,普通,0.4,0.33,28.8,23.5,24,15,15.9,16.9,0.9,0.6,19,"2024-01-03 07:00",,0.3,22.4,35,1,121.203986,24.952786,20
觀音,桃園市,68,細懸浮微粒,普通,0.6,0.18,43.6,31.2,29,19,4.1,4.9,0.8,3.7,41,"2024-01-03 07:00",,0.2,22.4,41,0,121.08283092,25.03556747,19
大園,桃園市,61,細懸浮微粒,普通,0.9,0.23,39.2,28.0,31,17,8,8.6,0.6,4.5,1,"2024-01-03 07:00",,0.3,19.7,35,1,121.20251473,25.06100357,18
桃園,桃園市,59,細懸浮微粒,普通,0.6,0.25,39.6,24.3,19,9,6.8,7,0.2,2.2,341,"2024-01-03 07:00",,0.3,18.9,35,1,121.30500531,24.9947107,17
中壢,桃園市,69,細懸浮微粒,普通,0.4,0.35,27.8,21.4,31,17,15.8,23.1,7.2,0.3,43,"2024-01-03 06:00",,0.6,23,43,2,121.221667,24.953278,68
龍潭,桃園市,75,細懸浮微粒,普通,0.9,0.26,36.6,27.0,42,22,9.4,10.6,1.1,2.1,323,"2024-01-03 06:00",,0.3,25.1,42,1,121.21645772,24.86400048,21
平鎮,桃園市,72,細懸浮微粒,普通,0.4,0.26,34.6,21.7,31,,11.3,11.7,0.4,0.8,14,"2024-01-03 06:00",,0.4,23.9,38,1,121.203986,24.952786,20
觀音,桃園市,67,細懸浮微粒,普通,0.7,0.18,43.5,26.5,28,19,4,4.6,0.6,3.4,2,"2024-01-03 06:00",,0.3,21.8,43,0,121.08283092,25.03556747,19
大園,桃園市,64,細懸浮微粒,普通,0.8,0.21,42.4,23.3,21,16,6.1,6.5,0.4,4.7,356,"2024-01-03 06:00",,0.4,20.6,37,2,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,1,0.25,41.4,19.4,23,15,7.3,7.4,0.1,2.3,359,"2024-01-03 06:00",,0.4,20.7,38,1,121.30500531,24.9947107,17
中壢,桃園市,71,細懸浮微粒,普通,0.2,0.34,34,18.3,37,21,9.4,11.5,2,0.4,279,"2024-01-03 05:00",,0.7,23.7,45,2,121.221667,24.953278,68
龍潭,桃園市,75,細懸浮微粒,普通,0.9,0.26,29.9,25.1,43,22,9.8,11.2,1.3,1.4,315,"2024-01-03 05:00",,0.3,25.2,43,1,121.21645772,24.86400048,21
平鎮,桃園市,72,細懸浮微粒,普通,0.5,0.27,33.2,17.8,34,22,10.9,11.3,0.4,0.3,264,"2024-01-03 05:00",,0.5,24,39,1,121.203986,24.952786,20
觀音,桃園市,67,細懸浮微粒,普通,0.5,0.19,44.1,22.6,37,16,3.8,4.5,0.6,4.1,336,"2024-01-03 05:00",,0.3,22.2,47,0,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,0.9,0.23,42.3,18.3,36,13,5.8,6.2,0.4,5.4,349,"2024-01-03 05:00",,0.4,21.9,40,2,121.20251473,25.06100357,18
桃園,桃園市,67,細懸浮微粒,普通,1.1,0.26,33.9,14.3,41,18,9.2,9.3,0.1,1.3,300,"2024-01-03 05:00",,0.5,22,40,1,121.30500531,24.9947107,17
中壢,桃園市,72,細懸浮微粒,普通,0.6,0.34,30.8,14.2,43,19,9.1,11.9,2.8,0.3,353,"2024-01-03 04:00",,1,24,48,2,121.221667,24.953278,68
龍潭,桃園市,76,細懸浮微粒,普通,0.8,0.28,26.8,23.8,39,25,8.8,9.9,1.1,0.5,231,"2024-01-03 04:00",,0.3,25.8,42,1,121.21645772,24.86400048,21
平鎮,桃園市,74,細懸浮微粒,普通,0.6,0.29,28.8,13.7,33,19,13.5,13.9,0.3,0.2,39,"2024-01-03 04:00",,0.6,24.7,41,1,121.203986,24.952786,20
觀音,桃園市,76,細懸浮微粒,普通,0.6,0.19,45.2,19.0,45,19,2.9,3.6,0.6,2,26,"2024-01-03 04:00",,0.3,25.5,49,0,121.08283092,25.03556747,19
大園,桃園市,74,細懸浮微粒,普通,1.1,0.24,43.3,13.3,32,15,5.8,6,0.2,2,340,"2024-01-03 04:00",,0.5,24.8,43,2,121.20251473,25.06100357,18
桃園,桃園市,69,細懸浮微粒,普通,1,0.32,26.1,10.6,46,23,11,11.1,0.1,1.2,291,"2024-01-03 04:00",,0.6,22.8,39,1,121.30500531,24.9947107,17
中壢,桃園市,75,細懸浮微粒,普通,0.7,0.45,21,10.5,45,24,12.9,16,3,0.3,76,"2024-01-03 03:00",,1.2,25.2,48,2,121.221667,24.953278,68
龍潭,桃園市,76,細懸浮微粒,普通,0.8,0.28,28.1,22.3,43,26,7.3,8.5,1.1,1.3,249,"2024-01-03 03:00",,0.4,25.6,42,1,121.21645772,24.86400048,21
平鎮,桃園市,77,細懸浮微粒,普通,0.6,0.33,20.6,10.2,40,21,13.9,14.2,0.2,0.3,257,"2024-01-03 03:00",,0.7,25.9,42,1,121.203986,24.952786,20
觀音,桃園市,81,細懸浮微粒,普通,0.8,0.19,44,16.6,40,14,5.1,5.6,0.5,3.2,3,"2024-01-03 03:00",,0.3,27.7,51,0,121.08283092,25.03556747,19
大園,桃園市,80,細懸浮微粒,普通,1.2,0.31,25.7,8.3,43,23,12.7,13.3,0.6,3.8,347,"2024-01-03 03:00",,0.5,27.2,45,2,121.20251473,25.06100357,18
桃園,桃園市,69,細懸浮微粒,普通,0.8,0.34,25.8,8.7,37,19,9.1,9.3,0.1,1.2,221,"2024-01-03 03:00",,0.7,23,37,1,121.30500531,24.9947107,17
中壢,桃園市,76,細懸浮微粒,普通,0.8,0.51,26.8,8.3,43,21,11.2,14.3,3,0.3,228,"2024-01-03 02:00",,1.3,25.5,49,2,121.221667,24.953278,68
龍潭,桃園市,75,細懸浮微粒,普通,1.2,0.28,31,20.2,39,21,7.6,8.8,1.2,2.5,253,"2024-01-03 02:00",,0.4,25.4,41,1,121.21645772,24.86400048,21
平鎮,桃園市,80,細懸浮微粒,普通,0.4,0.32,28.3,8.9,33,22,9.2,9.4,0.2,0.5,203,"2024-01-03 02:00",,0.7,27.4,42,1,121.203986,24.952786,20
觀音,桃園市,88,細懸浮微粒,普通,0.9,0.33,13.4,15.8,50,24,14.5,15.1,0.5,2.1,245,"2024-01-03 02:00",,0.3,30.5,54,0,121.08283092,25.03556747,19
大園,桃園市,82,細懸浮微粒,普通,1,0.4,14.4,8.8,42,27,17.9,18.6,0.7,1.7,209,"2024-01-03 02:00",,0.5,28.2,47,2,121.20251473,25.06100357,18
桃園,桃園市,71,細懸浮微粒,普通,1,0.34,23,8.1,35,24,11,11.5,0.4,1,217,"2024-01-03 02:00",,0.7,23.5,38,1,121.30500531,24.9947107,17
中壢,桃園市,78,細懸浮微粒,普通,2,0.95,12.9,6.0,52,25,24.9,38.4,13.4,0.6,210,"2024-01-03 01:00",,1.4,26.6,50,2,121.221667,24.953278,68
龍潭,桃園市,77,細懸浮微粒,普通,1.4,0.32,25.2,18.8,35,27,13.1,13.8,0.6,2,226,"2024-01-03 01:00",,0.5,25.9,41,1,121.21645772,24.86400048,21
平鎮,桃園市,84,細懸浮微粒,普通,1.4,0.62,12.4,7.3,44,27,31.2,35.9,4.7,1.8,205,"2024-01-03 01:00",,0.7,29,45,1,121.203986,24.952786,20
觀音,桃園市,90,細懸浮微粒,普通,0.7,0.42,8.5,19.6,56,41,20.8,21.7,0.8,1.5,193,"2024-01-03 01:00",,0.3,31.5,55,0,121.08283092,25.03556747,19
大園,桃園市,83,細懸浮微粒,普通,1.9,0.56,8,11.7,56,35,24.2,25.1,0.9,1.5,186,"2024-01-03 01:00",,0.5,28.6,48,2,121.20251473,25.06100357,18
桃園,桃園市,70,細懸浮微粒,普通,2,0.62,4.1,8.4,39,25,32.6,37.2,4.5,1,197,"2024-01-03 01:00",,0.8,23.4,39,1,121.30500531,24.9947107,17
中壢,桃園市,82,細懸浮微粒,普通,2.3,1.1,7.3,6.6,44,27,28.1,47.2,19.1,0.4,167,"2024-01-03 00:00",,1.4,28,51,2,121.221667,24.953278,68
龍潭,桃園市,76,細懸浮微粒,普通,1.3,0.43,17.3,20.0,38,26,22.5,23.4,0.9,0.9,188,"2024-01-03 00:00",,0.5,25.7,43,1,121.21645772,24.86400048,21
平鎮,桃園市,84,細懸浮微粒,普通,1.5,0.77,1.1,8.8,43,29,40.3,57.7,17.4,0.3,248,"2024-01-03 00:00",,0.7,29,46,1,121.203986,24.952786,20
觀音,桃園市,85,細懸浮微粒,普通,1,0.46,7,24.3,64,38,24.1,24.8,0.6,0.5,184,"2024-01-03 00:00",,0.3,29.5,55,0,121.08283092,25.03556747,19
大園,桃園市,78,細懸浮微粒,普通,2.1,0.56,8.4,16.0,51,34,30.2,33,2.8,0.9,231,"2024-01-03 00:00",,0.5,26.5,46,2,121.20251473,25.06100357,18
桃園,桃園市,69,細懸浮微粒,普通,4.2,0.75,0.6,12.3,39,28,37.7,46.7,9,0.2,182,"2024-01-03 00:00",,0.8,23,41,1,121.30500531,24.9947107,17
中壢,桃園市,82,細懸浮微粒,普通,2.3,0.96,10.4,7.7,48,28,27.8,44.7,16.8,0.2,149,"2024-01-02 23:00",,1.3,28,52,2,121.221667,24.953278,68
龍潭,桃園市,78,細懸浮微粒,普通,1.3,0.44,20.7,23.3,38,27,20.2,20.7,0.4,0.8,186,"2024-01-02 23:00",,0.5,26.5,45,1,121.21645772,24.86400048,21
平鎮,桃園市,84,細懸浮微粒,普通,1.5,0.59,14.4,13.0,40,33,28.4,37.6,9.2,0.2,255,"2024-01-02 23:00",,0.6,28.7,46,1,121.203986,24.952786,20
觀音,桃園市,79,細懸浮微粒,普通,0.9,0.47,6.6,29.5,65,36,26.5,27.5,1,1.2,171,"2024-01-02 23:00",,0.3,26.8,53,0,121.08283092,25.03556747,19
大園,桃園市,72,細懸浮微粒,普通,2.1,0.76,1.6,20.7,55,33,40.3,46.3,5.9,1.3,247,"2024-01-02 23:00",,0.4,24,43,2,121.20251473,25.06100357,18
桃園,桃園市,66,細懸浮微粒,普通,3.3,1,0.2,17.3,47,25,41.3,54.5,13.2,0.2,191,"2024-01-02 23:00",,0.7,21.5,40,1,121.30500531,24.9947107,17
中壢,桃園市,79,細懸浮微粒,普通,2.5,1.67,3.2,9.2,59,33,38.1,79.1,40.9,0.4,179,"2024-01-02 22:00",,1.3,26.9,52,2,121.221667,24.953278,68
龍潭,桃園市,79,細懸浮微粒,普通,1.5,0.49,22.1,26.9,47,27,22.9,24.2,1.3,1.1,166,"2024-01-02 22:00",,0.5,26.7,47,1,121.21645772,24.86400048,21
平鎮,桃園市,79,細懸浮微粒,普通,2.1,1.02,3.4,16.0,61,38,42,52.2,10.1,0.4,171,"2024-01-02 22:00",,0.6,27,47,1,121.203986,24.952786,20
觀音,桃園市,72,細懸浮微粒,普通,1.1,0.46,12.4,35.0,59,35,23,23.6,0.6,0.4,201,"2024-01-02 22:00",,0.2,23.9,49,0,121.08283092,25.03556747,19
大園,桃園市,66,細懸浮微粒,普通,1.9,0.74,2.7,26.6,55,33,36.6,39.2,2.6,0.3,160,"2024-01-02 22:00",,0.4,21.6,39,2,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,2.6,1.09,1,22.3,48,27,44.2,58.8,14.6,0.4,126,"2024-01-02 22:00",,0.6,20.9,39,1,121.30500531,24.9947107,17
中壢,桃園市,74,細懸浮微粒,普通,2.8,2.02,1.2,12.3,64,41,42.4,106.8,64.4,0.6,177,"2024-01-02 21:00",,1.2,24.8,51,2,121.221667,24.953278,68
龍潭,桃園市,78,細懸浮微粒,普通,1.8,0.52,19.6,31.0,52,29,26.9,28.6,1.6,1.8,179,"2024-01-02 21:00",,0.4,26.3,47,1,121.21645772,24.86400048,21
平鎮,桃園市,73,細懸浮微粒,普通,2.2,1.15,0.4,21.4,53,31,48.7,66,17.3,0.3,173,"2024-01-02 21:00",,0.5,24.5,44,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,1.8,0.44,15,39.7,65,34,22.8,23.5,0.7,0.3,120,"2024-01-02 21:00",,0.2,20.6,46,0,121.08283092,25.03556747,19
大園,桃園市,58,細懸浮微粒,普通,2.2,0.68,2.4,32.4,45,25,41.3,50.3,9,0.6,187,"2024-01-02 21:00",,0.3,18.5,37,3,121.20251473,25.06100357,18
桃園,桃園市,60,細懸浮微粒,普通,2.2,0.91,3.6,27.0,44,26,42.5,48.7,6.1,0.3,104,"2024-01-02 21:00",,0.5,19.3,36,1,121.30500531,24.9947107,17
中壢,桃園市,65,細懸浮微粒,普通,3.1,2.26,0.9,15.3,60,30,47.8,122.1,74.3,0.2,211,"2024-01-02 20:00",,1,21,48,2,121.221667,24.953278,68
龍潭,桃園市,74,細懸浮微粒,普通,1.4,0.58,14.5,34.6,57,36,32.7,35.8,3,1.5,188,"2024-01-02 20:00",,0.4,24.7,45,1,121.21645772,24.86400048,21
平鎮,桃園市,70,細懸浮微粒,普通,2.1,0.82,0.7,27.0,54,32,50.3,63.5,13.1,0.3,176,"2024-01-02 20:00",,0.4,23.1,41,1,121.203986,24.952786,20
觀音,桃園市,57,細懸浮微粒,普通,0.9,0.35,25.5,44.1,51,25,16.7,17.4,0.6,0.9,91,"2024-01-02 20:00",,0.2,17.8,41,0,121.08283092,25.03556747,19
大園,桃園市,63,二氧化氮,普通,3.4,0.45,3.1,37.9,35,21,48.7,60.8,12,0.3,149,"2024-01-02 20:00",,0.2,17.2,35,3,121.20251473,25.06100357,18
桃園,桃園市,57,細懸浮微粒,普通,3.3,0.82,11.4,31.3,37,21,35.6,38,2.4,0.5,175,"2024-01-02 20:00",,0.5,17.8,34,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,2.5,1.15,3.8,17.6,52,24,43.1,62.1,19,0.4,285,"2024-01-02 19:00",,0.8,20,45,2,121.221667,24.953278,68
龍潭,桃園市,67,細懸浮微粒,普通,1.3,0.68,11.2,37.9,55,31,36.4,38.8,2.4,1.1,223,"2024-01-02 19:00",,0.4,21.8,43,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,2,0.57,10.6,32.1,50,26,38.7,40.6,1.9,0.4,238,"2024-01-02 19:00",,0.4,21,38,1,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,0.2,0.23,37.9,46.8,42,19,8,8.4,0.3,2.1,91,"2024-01-02 19:00",,0.2,16.4,39,0,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,2.6,0.31,29.4,42.6,35,20,19.7,21.4,1.6,1.4,41,"2024-01-02 19:00",,0.2,16.3,35,3,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,1.6,0.7,20.6,34.1,38,22,28.5,30.3,1.7,0.6,87,"2024-01-02 19:00",,0.4,16.5,32,1,121.30500531,24.9947107,17
中壢,桃園市,60,細懸浮微粒,普通,3.1,1.25,8.6,19.7,48,21,43.2,79.6,36.4,0.3,261,"2024-01-02 18:00",,0.8,19.3,45,2,121.221667,24.953278,68
龍潭,桃園市,61,細懸浮微粒,普通,1.4,0.65,19.8,40.5,55,27,32.7,34.5,1.8,1.2,262,"2024-01-02 18:00",,0.4,19.7,40,1,121.21645772,24.86400048,21
平鎮,桃園市,63,細懸浮微粒,普通,3.1,0.5,15.5,35.4,44,25,36.6,38.3,1.7,0.9,257,"2024-01-02 18:00",,0.3,20.2,36,1,121.203986,24.952786,20
觀音,桃園市,51,細懸浮微粒,普通,0.3,0.22,43.7,47.6,38,15,5.5,5.9,0.4,3.1,46,"2024-01-02 18:00",,0.2,15.6,39,0,121.08283092,25.03556747,19
大園,桃園市,52,細懸浮微粒,普通,1.8,0.28,37.9,44.0,37,13,12.7,14,1.3,3,23,"2024-01-02 18:00",,0.2,16,36,3,121.20251473,25.06100357,18
桃園,桃園市,49,,良好,2.7,0.69,25.9,35.9,32,19,26,28.6,2.5,1.2,77,"2024-01-02 18:00",,0.4,15.2,30,1,121.30500531,24.9947107,17
中壢,桃園市,58,細懸浮微粒,普通,3.1,0.98,17,19.8,45,18,35,63.5,28.5,0.4,314,"2024-01-02 17:00",,0.8,18.4,43,2,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.6,0.42,34.9,41.4,44,21,22.2,24.3,2,1.3,312,"2024-01-02 17:00",,0.3,17.8,35,1,121.21645772,24.86400048,21
平鎮,桃園市,58,細懸浮微粒,普通,3,0.45,24.7,36.6,39,23,28.4,32,3.6,1.1,285,"2024-01-02 17:00",,0.4,18.4,34,1,121.203986,24.952786,20
觀音,桃園市,51,細懸浮微粒,普通,0.1,0.21,46.6,47.3,37,18,4,4.3,0.3,4.6,54,"2024-01-02 17:00",,0.2,15.7,39,0,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,1.8,0.26,42.8,42.8,32,17,9.7,11.2,1.4,4.7,28,"2024-01-02 17:00",,0.2,16.6,36,3,121.20251473,25.06100357,18
桃園,桃園市,46,,良好,1.4,0.48,35.3,36.7,29,17,18.5,20.7,2.1,1.3,58,"2024-01-02 17:00",,0.3,14.3,30,1,121.30500531,24.9947107,17
中壢,桃園市,57,二氧化氮,普通,3.7,0.8,16.6,18.2,51,23,39.9,75.6,35.6,0.6,304,"2024-01-02 16:00",,0.9,17.5,40,2,121.221667,24.953278,68
龍潭,桃園市,55,細懸浮微粒,普通,1.7,0.36,43.7,38.7,42,18,17.3,19.3,2,2.7,300,"2024-01-02 16:00",,0.3,17.1,32,1,121.21645772,24.86400048,21
平鎮,桃園市,55,細懸浮微粒,普通,2.6,0.41,34.2,35.4,37,19,21.6,25.3,3.6,1.6,297,"2024-01-02 16:00",,0.4,17,31,1,121.203986,24.952786,20
觀音,桃園市,49,,良好,0,0.21,48.6,46.4,40,16,3.4,3.9,0.4,4.4,53,"2024-01-02 16:00",,0.2,15,39,0,121.08283092,25.03556747,19
大園,桃園市,52,細懸浮微粒,普通,1.6,0.25,45.8,40.1,35,16,7.4,8.6,1.2,5.5,23,"2024-01-02 16:00",,0.2,16,36,3,121.20251473,25.06100357,18
桃園,桃園市,44,,良好,1.2,0.37,40.7,35.0,26,11,14.3,17,2.6,2,72,"2024-01-02 16:00",,0.4,13.5,34,1,121.30500531,24.9947107,17
